y2_hhid,hc_seq_5m,res03_crav6190l_silr_cer
1205014001009601,5156317,5
1205014001021601,5147673,6
1205014001028701,5156317,5
1205014001032501,5156317,5
1205014001032701,5156317,5
1205014001039401,5156317,5
1205014001045301,5156317,5
1205015003014801,5156316,5
1205015003026301,5156316,5
1205015003026303,5156316,5
1205015003029701,5156316,5
1205015003032101,5156316,5
1205015003044501,5156316,5
1205015003051101,5156316,5
1205015003051102,5156316,5
1205015003055801,5156316,5
1205015003070601,5156316,5
1206006004014801,5126076,4
1206006004026301,5126076,4
1206006004026303,5126081,4
1206006004029701,5126076,4
1206006004029704,5126076,4
1206006004032101,5126076,4
1206006004044501,5126076,4
1206006004051101,5126076,4
1206006004051105,5126076,4
1206006004055801,5126076,4
1206006004070601,5126076,4
1206007005000601,5126077,6
1206007005003301,5126077,6
1206007005004201,5126077,6
1206007005004401,5126077,6
1206007005008101,5126077,6
1206007005008301,5126077,6
1206007005009401,5126077,6
1206007005012201,5126077,6
1206007005012203,5126077,6
1206007005012204,5126080,5
1206016001002001,5139034,3
1206016001003501,5139034,3
1206016001003502,5147673,6
1206016001021801,5139034,3
1206016001022601,5139034,3
1206016001038301,5139034,3
1206016001040901,5139034,3
1206016001043801,5139034,3
1206016001044601,5139034,3
1207004001013001,5113132,5
1207004001026801,5113132,5
1207004001040201,5113132,5
1207004001048601,5113132,5
1207004001055301,5113132,5
1207004001073701,5113132,5
1207004001074601,5113132,5
1208011001006701,5130402,3
1208011001006703,5130402,3
1208011001006705,5130402,3
1208011001007501,5130402,3
1208011001009401,5130402,3
1208011001009801,5130402,3
1208011001013501,5130402,3
1208011001014001,5130402,3
1208011001019101,5130402,3
1208011001020201,5130402,3
1208016305001601,5126081,4
1208016305003501,5126081,4
1208016305004502,5126081,4
1208016305005001,5126081,4
1208016305011001,5126081,4
1208016305013601,5126081,4
1208016305013602,5126081,4
1208016305014001,5126081,4
1301002003001701,4884173,6
1301002003005501,4884173,6
1301002003006701,4884173,6
1301002003009501,4884173,6
1301002003010501,4884173,6
1301002003010503,4827987,5
1301002003013401,4884173,6
1301002003013403,4884173,6
1301002003014501,4884173,6
1301002003014503,4884173,6
1301002003014506,4879851,9
1301002003020301,4884173,6
1301024001003001,4892810,3
1301024001010101,4892810,3
1301024001011301,4892810,3
1301024001040701,4892810,3
1301024001054301,4892810,3
1301024001059401,4892810,3
1301024001069801,4892810,3
1301024001069806,4853972,5
1301024001082601,4892810,3
1302016004001501,4953295,4
1302016004001801,4953295,4
1302016004004801,4953295,4
1302016004004803,4953295,4
1302016004008601,4953295,4
1302016004014001,4953295,4
1302016004018001,4953295,4
1302016004023601,4953295,4
1302016004035701,4953295,4
1302016004035703,4944656,4
1303003002001304,4966258,4
1303003002013801,4953299,3
1303003002021001,4953299,3
1303003002021401,4953299,3
1303003002039001,4953299,3
1303003002049601,4953299,3
1303003002061701,4953299,3
1303017003009101,4974888,4
1303017003020701,4974888,4
1303017003025501,4974888,4
1303017003026901,4974888,4
1303017003026904,4974888,4
1303017003030701,4974888,4
1303017003036901,4974888,4
1303017003045301,4974888,4
1303017003056901,4974888,4
1304004026002801,4914417,4
1304004026002802,4914417,4
1304004026004201,4914417,4
1304004026004401,4914417,4
1304004026005901,4914417,4
1304004026007801,4914417,4
1304004026008901,4914417,4
1304004026010301,4914417,4
1304004026011501,4914417,4
1304012003034701,4918736,4
1304012003039601,4918736,4
1304012003039602,4918736,4
1304012003046001,4918736,4
1304012003057401,4918736,4
1304012003059901,4918736,4
1304012003064802,4918736,4
1304012003076801,4918736,4
1401010022000201,4884158,4
1401010022000204,4884158,4
1401010022000901,4884158,4
1401010022000903,4905761,3
1401010022001501,4884158,4
1401010022001601,4884158,4
1401010022002901,4884158,4
1401010022003501,4884158,4
1401010022004501,4884158,4
1401010022004506,4884158,4
1401010022006301,4884158,4
1401015003000301,4892798,3
1401015003001401,4892798,3
1401015003001404,4884158,4
1401015003007001,4892798,3
1401015003013101,4892798,3
1401015003050603,4892798,3
1401015003050604,4888478,4
1401015003051201,4892798,3
1401015003051301,4892798,3
1401015003051303,4875521,4
1402004003002401,4879847,2
1402004003002801,4879847,2
1402004003007201,4879847,2
1402004003010101,4879847,2
1402004003013301,4987846,5
1402004003013304,4875525,3
1402004003013305,4992166,5
1402004003015301,4879847,2
1402004003019501,4879847,2
1402004003020601,4879847,2
1402008002006801,4884166,2
1402008002009201,4884166,2
1402008002009203,4884166,2
1402008002017501,4884166,2
1402008002018801,4888486,2
1402008002030001,4884166,2
1402008002030004,4884166,2
1402008002032201,4884166,2
1402008002041101,4884166,2
1402008002065201,4884166,2
1402009002014801,4879846,1
1402009002021701,4879846,1
1402009002026301,4879846,1
1402009002028301,4871203,4
1402009002029701,4879846,1
1402009002032101,4879846,1
1402009002033601,4879846,1
1402009002045301,4879846,1
1402009002045303,4879846,1
1402009002045305,4879846,1
1402009002045312,4879846,1
1402024001005501,4901441,4
1402024001011401,4901441,4
1402024001016801,4901441,4
1402024001032801,4901441,4
1402024001039601,4901441,4
1402024001039602,4897121,4
1402024001046001,4901441,4
1402024001047701,4901441,4
1402024001047704,4901441,4
1402024001059901,4901441,4
1403001004002901,4923041,3
1403001004014101,4940308,4
1403001004034701,4923041,3
1403001004034705,4923041,3
1403001004034801,4923041,3
1403001004034806,4897122,3
1403001004039601,4923041,3
1403001004046001,4923041,3
1403001004046005,4944645,3
1403001004055101,4923041,3
1403016002012501,4888470,5
1403016002015301,4888470,5
1403016002015303,4888470,5
1403016002015304,4888470,5
1403016002026201,4875515,4
1403016002032901,4888470,5
1403016002032903,4888470,5
1403016002032906,4888470,5
1403016002034401,4866871,5
1403016002034403,4888470,5
1403016002035502,4888470,5
1403016002036401,4888470,5
1403016002040301,4888470,5
1403016002040303,5031041,3
1404018001026101,4901425,3
1404018001038501,4901425,3
1404018001043701,4901425,3
1404018001048401,4901425,3
1404018001050501,4901425,3
1404018001053601,4901425,3
1404018001053603,4901425,3
1404018001056401,4901425,3
1404018001075101,4901425,3
1405005004012201,4957594,4
1405005004020201,4957594,4
1405005004020701,4957594,4
1405005004020703,4957594,4
1405005004020704,4957594,4
1405005004020705,4957592,3
1405005004028201,4957594,4
1405005004032301,4957594,4
1405005004036801,4957594,4
1405005004047301,4957594,4
1405005004062201,4957594,4
1405005004062207,4879851,9
1405009003004401,4992166,5
1405009003011501,4992166,5
1405009003012401,4992166,5
1405009003017501,4992166,5
1405009003017503,4992166,5
1405009003019301,4992166,5
1405009003048301,4992166,5
1405009003062801,4992166,5
1405009003068501,4992166,5
1405010005001501,5208189,2
1405010005011901,4944632,4
1405010005011905,4944632,4
1405010005012301,4944632,4
1405010005012303,4944632,4
1405010005014201,4944632,4
1405010005018802,4884158,4
1405010005020001,4944632,4
1405010005020901,4944632,4
1405010005035901,4944632,4
1406011014002801,4927353,5
1406011014004201,4927353,5
1406011014004401,4927353,5
1406011014004403,4927353,5
1406011014005901,4927353,5
1406011014005905,5022471,4
1406011014008901,4927353,5
1406011014010301,4927353,5
1406011014011201,4927353,5
1406011014012401,4927353,5
1406017002003101,4931674,5
1406017002015301,4931674,5
1406017002015302,4862551,5
1406017002016601,4923032,5
1406017002019101,4931674,5
1406017002023101,4931674,5
1406017002025401,4931674,5
1406017002032201,4931674,5
1501003019003701,4996455,4
1501003019011201,4996455,4
1501003019013301,4996455,4
1501003019014401,4996455,4
1501003019022001,4996455,4
1501003019022801,4996455,4
1501003019032701,4996455,4
1501022005008901,4953244,4
1501022005012001,4953244,4
1501022005022601,4953244,4
1501022005030801,4953244,4
1501022005030803,4957566,5
1501022005031001,4953244,4
1501022005033301,4953244,4
1501022005040501,4953244,4
1501022005048601,4953244,4
1501030004000601,4996452,4
1501030004001301,4996452,4
1501030004004201,4996452,4
1501030004004202,4996452,4
1501030004005401,4996452,4
1501030004006501,4996452,4
1501030004006801,4996452,4
1501030050006601,4996452,4
1501030050008401,4996452,4
1501030050011201,4996452,4
1501030050022201,4996452,4
1501030050036401,4996452,4
1501030050052001,4996452,4
1502013001001001,5117423,4
1502013001001003,5117423,4
1502013001009901,5117423,4
1502013001011302,5117423,4
1502013001012501,5117423,4
1502013001014001,5117423,4
1502013001014301,5117423,4
1502013001014601,5117423,4
1502013001027601,5117423,4
1502013001027603,5117423,4
1502019003009201,5061258,5
1502019003017502,5043976,5
1502019003030001,5061258,5
1502019003041101,5061258,5
1502019003084901,5061258,5
1502019003087301,5061258,5
1502019003087304,5061258,5
1502019003090401,5061258,5
1502019003090403,5061258,5
1502019003117801,5061258,5
1502020002002801,5069901,5
1502020002004201,5069901,5
1502020002004401,5069901,5
1502020002011201,5069901,5
1502020002012401,5069901,5
1502020002017501,5069901,5
1502020002019301,5069901,5
1502020002035501,5069901,5
1503001004004001,5056933,4
1503001004004003,5056933,4
1503001004004004,5056933,4
1503001004009801,5056933,4
1503001004011801,5056933,4
1503001004015401,5056933,4
1503001004016401,5056933,4
1503001004017301,5056933,4
1503001004018301,5056933,4
1503001004019101,5082860,4
1503001004019102,5147673,6
1503006001000601,5061252,5
1503006001005001,5061252,5
1503006001005501,5061252,5
1503006001008601,5061252,5
1503006001009201,5061252,5
1503006001011401,5061252,5
1503006001011601,5061252,5
1503006001014101,5061252,5
1503012307000201,5078539,3
1503012307000202,5048287,5
1503012307000701,5048287,5
1503012307001501,5048287,5
1503012307003501,5048287,5
1503012307004401,5048287,5
1503012307004403,5048287,5
1503012307005801,5048287,5
1503012307005802,5022470,5
1503012307006601,5048287,5
1503012307007901,5048287,5
1504008004001801,5078540,5
1504008004008201,5078540,5
1504008004008203,5078540,5
1504008004009901,5078540,5
1504008004014301,5078540,5
1504008004014303,5078540,5
1504008004015401,5078540,5
1504008004015403,5078540,5
1504008004019201,5078540,5
1504008004019401,5078540,5
1504008004021501,5078540,5
1601001320001201,4840938,5
1601001320001401,4853888,5
1601001320001402,4853888,5
1601001320001403,4815011,5
1601001320004501,4853888,5
1601001320004601,4858209,4
1601001320005701,4853888,5
1601001320006301,4853888,5
1601001320006801,4853888,5
1601001320013801,4853888,5
1601004002010801,4853888,5
1601004002038101,4853888,5
1601004002038104,4884125,4
1601004002038106,4918675,6
1601004002047201,4853888,5
1601004002055501,4853888,5
1601004002060201,4853888,5
1601004002070701,4853888,5
1601004002080801,4853888,5
1601004002086401,4853888,5
1601004002086402,4853888,5
1601005003009201,4862527,4
1601005003017501,4862527,4
1601005003019201,4862527,4
1601005003030001,4862527,4
1601005003065201,4862527,4
1601005003084901,4862527,4
1601005003087301,4862527,4
1601005003090401,4862527,4
1601005003090403,4862527,4
1601019001015801,4858205,4
1601019001022701,4858205,4
1601019001040601,4858205,4
1601019001040603,4858205,4
1601019001044101,4858205,4
1601019001066501,4858205,4
1601019001066503,4879804,5
1601019001069101,4858205,4
1601019001072501,4858205,4
1601019001085201,4858205,4
1602002003005001,4875483,4
1602002003008401,4875483,4
1602002003008403,4875483,4
1602002003008405,4875483,4
1602002003008407,4875483,4
1602002003008801,4875483,4
1602002003008804,4875483,4
1602002003014801,4875483,4
1602002003017601,4875483,4
1602002003020201,4875483,4
1602002003020601,4875483,4
1602002003020602,4875483,4
1602002003026301,4875483,4
1602004001009201,4884125,4
1602004001017501,4884125,4
1602004001019201,4884125,4
1602004001019203,4884125,4
1602004001019205,4884125,4
1602004001041101,4884125,4
1602004001065201,4884125,4
1602004001084901,4884125,4
1602004001087301,4884125,4
1602004001090401,4884125,4
1602006001011401,4892764,4
1602006001039601,4892764,4
1602006001046001,4892764,4
1602006001047701,4892764,4
1602006001059901,4892764,4
1602006001064801,4892764,4
1602006001069301,4892764,4
1602006001085401,4892764,4
1602021001001301,4905717,5
1602021001001305,4853921,5
1602021001017601,4905717,5
1602021001017603,4914358,5
1602021001028001,4905717,5
1602021001056301,4905717,5
1602021001056303,4905717,5
1602021001059601,4905717,5
1602021001059604,4905717,5
1602021001062101,4905717,5
1602021001067101,4905717,5
1602021001078801,4905717,5
1602027002011402,4888441,3
1602027002034701,4888441,3
1602027002039601,4888441,3
1602027002039603,4888441,3
1602027002046001,4888441,3
1602027002046003,4888441,3
1602027002046005,4888441,3
1602027002059901,4888441,3
1602027002064801,4888441,3
1602027002069301,4888441,3
1602027002069302,4888441,3
1602027002085401,4888441,3
1602030013000601,4901401,4
1602030013005001,4901401,4
1602030013008601,4901401,4
1602030013009001,4901401,4
1602030013009101,4797754,9
1602030013009201,4901401,4
1602030013009202,4901401,4
1602030013011401,4901401,4
1602030013011404,4901401,4
1602030013011417,4901401,4
1602030013013301,4901401,4
1603003002014801,4910036,4
1603003002026301,4910036,4
1603003002029701,4910036,4
1603003002033601,4910036,4
1603003002051101,4910036,4
1603003002055801,4910036,4
1603003002055803,5009510,
1603003002055804,4910036,4
1603003002065601,4910036,4
1603003002078501,4910036,4
1603008306003501,4931652,3
1603008306003801,4931652,3
1603008306003901,4931652,3
1603008306003903,4931652,3
1603008306008201,4931652,3
1603008306008402,4931652,3
1603008306009801,4931652,3
1603008306013701,4931652,3
1603008306013705,4931652,3
1603008306013801,4931652,3
1603011001004701,4979157,5
1603011001004703,4979157,5
1603011001004707,4979157,5
1603011001006701,4979157,5
1603011001006703,4979157,5
1603011001013301,4979157,5
1603011001017901,4979157,5
1603011001017902,4979157,5
1603011001019401,4979157,5
1603011001027001,4979157,5
1603011001030701,4979157,5
1603011001030706,4979157,5
1701013001000301,4815049,4
1701013001000304,4862551,5
1701013001006201,4815049,4
1701013001007401,4815049,4
1701013001007601,4815049,4
1701013001017901,4815049,4
1701013001026001,4815049,4
1701013001032601,4815049,4
1701013001038401,4815049,4
1702001001007302,4823685,5
1702001001007305,4823685,5
1702001001007307,4823685,5
1702001001009101,4823685,5
1702001001014001,4823685,5
1702001001015201,4823685,5
1702001001015204,4828006,4
1702001001016301,4823685,5
1702001001026701,4823685,5
1702001001038401,4823685,5
1702001001057601,4823685,5
1702011004004201,4828002,5
1702011004011201,4828002,5
1702011004011501,4828002,5
1702011004018001,4828002,5
1702011004023801,4828002,5
1702011004025401,4828002,5
1702011004025404,4845287,5
1702011004033902,4828002,5
1702011004049201,4828002,5
1703002007002801,4858238,5
1703002007004201,4858238,5
1703002007004202,4858238,5
1703002007004401,4858238,5
1703002007004403,4858238,5
1703002007004404,4845288,5
1703002007004405,4935984,4
1703002007010301,4858238,5
1703002007010306,4858235,4
1703002007010307,4866877,2
1703002007010308,4879834,5
1703002007011501,4858238,5
1703002007012401,4858238,5
1703002007012402,4858238,5
1703002007017501,4858238,5
1703002007017503,4858238,5
1703002007031701,4858238,5
1703008003022101,4836634,4
1703008003022103,4836634,4
1703008003026501,4836634,4
1703008003058501,4836634,4
1703008003071101,4836634,4
1703008003071104,4858241,5
1703008003088901,4836634,4
1703008003103201,4836634,4
1703008003121301,4836634,4
1704001312002801,4815026,4
1704001312002802,4823671,5
1704001312004401,4832309,4
1704001312005801,4832309,4
1704001312005901,4832309,4
1704001312006801,4832309,4
1704001312008901,4815048,5
1704001312008903,4832309,4
1704001312009801,4832309,4
1704001312009802,4797754,9
1704002007002101,4840948,4
1704002007022701,4840948,4
1704002007038201,4840948,4
1704002007038204,4840948,4
1704002007038205,4840948,4
1704002007039902,4840948,4
1704002007040901,4840948,4
1704002007040903,4840948,4
1704002007043401,4840948,4
1704002007045701,4840948,4
1704002007058901,4840948,4
1704002007058903,4840948,4
1704002007058908,4840948,4
1704021001003601,4875506,5
1704021001005901,4875506,5
1704021001006801,4858225,5
1704021001009201,4875506,5
1704021001009202,4875508,5
1704021001017501,4935986,3
1704021001017503,4875506,5
1704021001018101,4875506,5
1704021001018103,4875506,5
1704021001018801,4875506,5
1704021001019201,4875506,5
1704023001000401,4862545,5
1704023001002001,4862545,5
1704023001002002,4845269,5
1704023001002008,4862545,5
1704023001002013,4871184,5
1704023001002014,4871185,5
1704023001002401,4862545,5
1704023001002403,4862545,5
1704023001006201,4862545,5
1704023001006207,4853906,4
1704023001012201,4862545,5
1704023001012301,4862545,5
1704023001012303,4862545,5
1704023001015101,4862545,5
1704023001015201,4862545,5
1705006011006701,4845262,3
1705006011006703,4845262,3
1705006011010301,4845262,3
1705006011030201,4845262,3
1705006011034801,4845262,3
1705006011039901,4845262,3
1705006011047301,4845262,3
1705006011049701,4845262,3
1705006011049703,4845262,3
1705006011049801,4845262,3
1706004003002801,4853930,4
1706004003002803,4853930,4
1706004003002804,4853932,5
1706004003003901,4853930,4
1706004003009301,4853930,4
1706004003009302,4853930,4
1706004003011701,4983536,5
1706004003011702,4845294,2
1706004003019101,4853930,4
1706004003025301,4853930,4
1706004003032101,4853930,4
1706004003034501,4853930,4
1706015002003701,4832329,4
1706015002004401,4832329,4
1706015002006001,4832329,4
1706015002006003,4832329,4
1706015002007101,4832329,4
1706015002007108,4828011,4
1706015002007117,4832329,4
1706015002008401,4832329,4
1706015002037601,4832329,4
1706015002037605,4832329,4
1706015002048501,4832329,4
1706015002048503,4832329,4
1706015002066201,4979215,5
1707012001001601,4853920,4
1707012001001603,4853920,4
1707012001005001,4853920,4
1707012001008401,4853920,4
1707012001008801,4853920,4
1707012001014801,4853920,4
1707012001016101,4853920,4
1707012001016103,4853920,4
1707012001016104,4853920,4
1707012001017601,4853920,4
1707012001017602,4849600,5
1707012001017603,4797755,4
1707012001020601,4853920,4
1707013001001801,4849601,5
1707013001001803,4849601,5
1707013001003501,4849601,5
1707013001010601,4849601,5
1707013001010603,4849601,5
1707013001010604,4849601,5
1707013001014401,4849601,5
1707013001021801,4849601,5
1707013001025001,4849601,5
1707013001034602,4849601,5
1707013001044901,4849601,5
1708008305003301,4853925,5
1708008305005201,4853925,5
1708008305005501,4853925,5
1708008305005506,4849602,4
1708008305008201,4853925,5
1708008305013401,4853925,5
1708008305013403,4789115,9
1708008305013404,4983590,4
1708008305013408,4853922,2
1708008305013701,4737261,6
1708008305013702,4853925,5
1708008305014201,4853925,5
1708008305014801,4853925,5
1708010002008801,4858247,2
1708010002014801,4858247,2
1708010002017601,4858247,2
1708010002021701,4858247,2
1708010002028301,4858247,2
1708010002029701,4858247,2
1708010002029702,4858247,2
1708010002031701,4858247,2
1708010002033601,4858247,2
1708017001007401,4866884,2
1708017001008901,4866884,2
1708017001008902,4866884,2
1708017001011401,4866884,2
1708017001011601,4866884,2
1708017001019101,4866884,2
1708017001019103,4853921,5
1708017001019106,4866884,2
1708017001020501,4866884,2
1708017001021101,4866884,2
1708017001021104,4866884,2
1708017001021106,4866884,2
1708017001035701,4866884,2
1801009001006801,4741573,5
1801009001006805,4741573,5
1801009001009201,4741573,5
1801009001017501,4741573,5
1801009001018801,4741573,5
1801009001024101,4741573,5
1801009001030001,4741573,5
1801009001032201,4741573,5
1801009001041101,4741573,5
1801018003022701,4758851,5
1801018003042701,4758851,5
1801018003042703,4758851,5
1801018003060701,4758851,5
1801018003104401,4758851,5
1801018003104403,4737251,5
1801018003110301,4758851,5
1801018003126301,4758851,5
1801018003161701,4758851,5
1801018003169701,4758851,5
1801027001014801,4719968,5
1801027001026301,4719968,5
1801027001029701,4719968,5
1801027001033601,4719968,5
1801027001051101,4719968,5
1801027001055801,4719968,5
1801027001055802,4719968,5
1801027001065601,4719968,5
1801027001075501,4719968,5
1802003003005601,4728617,6
1802003003019301,4745893,5
1802003003019302,4728617,6
1802003003019303,4741570,4
1802003003026101,4728617,6
1802003003026901,4728617,6
1802003003027201,4728617,6
1802003003046001,4728617,6
1802003003053201,4728617,6
1802003003055601,4728617,6
1802014005003601,4728620,5
1802014005003603,4728620,5
1802014005006801,4728620,5
1802014005009201,4728620,5
1802014005017501,4728620,5
1802014005018101,4728620,5
1802014005018801,4728620,5
1802014005018805,4728620,5
1802014005019201,4728620,5
1802014005019203,4728620,5
1802014005022501,4728620,5
1802031002002001,4737259,5
1802031002002003,4737258,6
1802031002009901,4737259,5
1802031002013901,4737259,5
1802031002017401,4737259,5
1802031002025501,4732941,5
1802031002031601,4737259,5
1802031002032401,4737259,5
1802031002039401,4737259,5
1803005002006801,4750221,9
1803005002009201,4750221,9
1803005002018801,4750221,9
1803005002019201,4750221,9
1803005002030001,4750221,9
1803005002032201,4750221,9
1803005002032203,4750221,9
1803005002032206,4750221,9
1803005002041101,4750221,9
1803005002041103,4750221,9
1803005002049201,4750221,9
1803005002049202,4750221,9
1803013006001301,4771817,5
1803013006027401,4771817,5
1803013006029701,4771817,5
1803013006029703,4771817,5
1803013006038201,4771817,5
1803013006047001,4771817,5
1803013006047002,4771817,5
1803013006050201,4771817,5
1803013006054301,4771817,5
1803013006058501,4819344,3
1803031002001601,4750219,4
1803031002007601,4750219,4
1803031002014501,4750219,4
1803031002014503,4750219,4
1803031002014509,4750219,4
1803031002017901,4750219,4
1803031002032801,4750219,4
1803031002076701,4750219,4
1803031002091501,4750219,4
1803031002091503,4750219,4
1803031002101501,4750219,4
1803031002101502,4750219,4
1804014007017801,4827982,5
1804014007017804,4823661,5
1804014007017806,4823663,5
1804014007021901,4827982,5
1804014007021908,4827982,5
1804014007028501,4815016,5
1804014007028503,4827982,5
1804014007031401,4827982,5
1804014007038901,4827982,5
1804014007038903,4827982,5
1804014007039701,4827982,5
1804014007039705,4827982,5
1804014007060701,4827982,5
1804014007069201,4827982,5
1804014007069203,4832303,5
1805005005006801,4815009,5
1805005005009201,4815009,5
1805005005017501,4815009,5
1805005005018801,4815009,5
1805005005030001,4815009,5
1805005005032201,4815009,5
1805005005041101,4815009,5
1805005005055701,4815009,5
1805007004001101,4810685,5
1805007004016601,4810685,5
1805007004029401,4810685,5
1805007004040301,4810685,5
1805007004040306,4810685,5
1805007004056601,4810685,5
1805007004056602,4810685,5
1805007004061101,4810685,5
1805007004061102,4810685,5
1805007004064701,4810685,5
1805007004078001,4810685,5
1805007004078004,4810685,5
1805014003004401,4793407,5
1805014003011501,4793407,5
1805014003011502,4793407,5
1805014003017501,4793407,5
1805014003019301,4793407,5
1805014003019303,4754533,5
1805014003039601,4793407,5
1805014003041901,4793407,5
1805014003048301,4793407,5
1805014003062801,4793407,5
1806008011004201,4737261,6
1806008011004401,4737261,6
1806008011006801,4737261,6
1806008011008901,4737261,6
1806008011010301,4737261,6
1806008011011201,4737261,6
1806008011011501,4737261,6
1806008011011503,4737261,6
1806008011012401,4737261,6
1806008011012402,4737261,6
1806008011012403,4737261,6
1806011001000201,4737261,6
1806011001000901,4737261,6
1806011001004001,4737261,6
1806011001004009,4797755,4
1806011001007701,4737261,6
1806011001007703,4737261,6
1806011001008601,4737261,6
1806011001008602,4737261,6
1806011001008604,4737261,6
1806011001010301,4737261,6
1806011001010601,4737261,6
1806011001010603,4737261,6
1806011001014301,4737261,6
1901011005005901,4771834,9
1901011005015201,4771834,9
1901011005020901,4771834,9
1901011005032701,4771834,9
1901011005035801,4771834,9
1901011005035803,4797754,9
1901011005035808,4776156,6
1901011005049701,4771834,9
1901011005051501,4771834,9
1901011005051505,4797754,9
1901011005082801,4771834,9
1902001306000101,4797756,4
1902001306001501,4797756,4
1902001306004501,4797756,4
1902001306004502,4797756,4
1902001306006102,4797756,4
1902001306006103,4797756,4
1902001306008301,4797756,4
1902001306011501,4797756,4
1902001306012801,4797756,4
1902001306019101,4797756,4
1902008001006601,4802079,4
1902008001006603,4802079,4
1902008001006606,4802079,4
1902008001021301,4802079,4
1902008001021308,4797756,4
1902008001021601,4802079,4
1902008001024301,4797756,4
1902008001024303,4797757,4
1902008001024306,4802079,4
1902008001025701,4802079,4
1902008001025704,4802079,4
1902008001027901,4802079,4
1902008001027905,4802079,4
1902008001029301,4802079,4
1902025003005901,4806403,5
1902025003007701,4806403,5
1902025003031201,4806403,5
1902025003031206,4806403,5
1902025003031207,4806403,5
1902025003046901,4806403,5
1902025003058601,4806403,5
1902025003065601,4806403,5
1902025003070501,4806403,5
1902025003074601,4806403,5
1902026005014801,4806405,5
1902026005017601,4806405,5
1902026005021701,4806405,5
1902026005026301,4806405,5
1902026005028301,4806405,5
1902026005029701,4806405,5
1902026005031701,4806405,5
1902026005032101,4806405,5
1902027012000801,4797761,6
1902027012001201,4797761,6
1902027012002401,4797761,6
1902027012002404,4797761,6
1902027012005201,4797761,6
1902027012006601,4797761,6
1902027012007101,4797761,6
1902027012007701,4797761,6
1902027012009601,4797761,6
1903002076008801,4797755,4
1903002076014801,4823677,5
1903002076014802,4797755,4
1903002076017601,4797755,4
1903002076017602,4797755,4
1903002076021701,4797755,4
1903002076029701,4797755,4
1903002076031701,4797755,4
1903002076033601,4797755,4
1903007058000901,5018151,
1903007058005501,5022470,5
1903007058005503,5022470,5
1903007058005504,5022470,5
1903007058008001,5022470,5
1903007058008003,4789105,9
1903007058008004,5022470,5
1903007058008009,5022470,5
1903007058008017,4793431,9
1903007058008018,4784784,5
1903007058008019,5022470,5
1903007058010001,5022470,5
1903007058010004,5022470,5
1903007058010601,5022470,5
1903007058010901,5022470,5
1903007058014701,5022470,5
1904020004000101,4836635,5
1904020004000116,4836635,5
1904020004001601,4836635,5
1904020004003501,4836635,5
1904020004003503,4853924,4
1904020004003505,4836635,5
1904020004009401,4836635,5
1904020004012901,4836635,5
1904020004012902,4940302,5
1904020004012905,4836635,5
1904020004017301,4836635,5
1904020004020701,4836635,5
1904020004020711,4836635,5
1904020004034001,4836635,5
1904020004034004,4836635,5
1904020004034005,4836635,5
1904020004034006,4836635,5
1905017001011601,4789106,3
1905017001011602,4789106,3
1905017001025001,4789106,3
1905017001025002,4789106,3
1905017001035601,4789106,3
1905017001035901,4789106,3
1905017001035902,4789106,3
1905017001037501,4789106,3
1905017001041501,4789106,3
1905017001041504,4789106,3
1905017001041902,4789106,3
1905017001043701,4789106,3
1905017001043705,4789106,3
1906004003003801,4802063,5
1906004003009801,4802063,5
1906004003033001,4802063,5
1906004003033004,4797747,4
1906004003035701,4802063,5
1906004003044601,4802063,5
1906004003049301,4802063,5
1906004003067101,4802063,5
1906004003067105,4802063,5
1906004003083501,4802063,5
1906004003083505,4802063,5
1906021004041301,4815026,4
1906021004120501,4815026,4
1906021004129202,4815026,4
1906021004137601,4815026,4
1906021004155202,4815026,4
1906021004181501,4815026,4
1906021004221001,4815026,4
1906021004231101,4815026,4
1906028005014801,4832303,5
1906028005021701,4832303,5
1906028005026301,4832303,5
1906028005026302,4806385,5
1906028005026303,4832303,5
1906028005026304,4815026,4
1906028005028301,4832303,5
1906028005028304,4832303,5
1906028005028306,4832303,5
1906028005029701,4832303,5
1906028005032101,4832303,5
1906028005033601,4832303,5
1906028005040101,4832303,5
1907007005001302,4810715,5
1907007005001603,4810715,5
1907007005004701,4810715,5
1907007005008501,4810715,5
1907007005008503,4810715,5
1907007005023401,4810715,5
1907007005029201,4810715,5
1907007005029203,4810715,5
1907007005061301,4810715,5
1907007005073501,4810715,5
1907007005073502,4810715,5
1907007005073503,4810715,5
1907007005073510,4810715,5
1908004321005901,4793434,9
1908004321007201,4793434,9
1908004321009201,4793434,9
1908004321012501,4793434,9
1908004321016601,4793434,9
1908004321017501,4793434,9
1908004321018801,4793434,9
1908004321018809,4793434,9
1908004321018810,4789104,9
1908006003010601,4789115,9
1908006003010603,4789115,9
1908006003010604,4789115,9
1908006003010615,4789115,9
1908006003019701,4789115,9
1908006003201001,4789115,9
1908006003208601,4789115,9
1908006003239302,4789115,9
1908006003246901,4789115,9
1908006003256501,4789115,9
1908006003257301,4789115,9
2001017005000101,4737291,4
2001017005007701,4737291,4
2001017005007702,4737291,4
2001017005011601,4737291,4
2001017005019601,4737291,4
2001017005038101,4737291,4
2001017005040401,4737291,4
2001017005043101,4737291,4
2001017005044601,4737291,4
2002001003002701,4754571,5
2002001003007801,4754571,5
2002001003008701,4754571,5
2002001003015501,4754571,5
2002001003015502,4754571,5
2002001003024501,4754571,5
2002001003039001,4754571,5
2002001003042001,4754571,5
