household_id2,hc_seq_5m,res03_crav6190l_silr_cer
040707010100104014,4244865,1
040707010100104023,4244865,1
040707010100104032,4244865,1
040707010100104050,4244865,1
040707010100104068,4244865,1
040707010100104086,4244865,1
040707010100104104,4244865,1
040707010100104122,4244865,1
040707010100104140,4244865,1
040707010100104158,4244865,1
040707010100104176,4244865,1
040707010100104194,4244865,1
040707010100104212,4244865,1
040707010100104248,4244865,1
040707010100104266,4244865,1
040707088802702003,4244865,1
040707088802702015,4244865,1
040707088802702019,4244865,1
040707088802702034,4244865,1
040707088802702050,4244865,1
040707088802702052,4244865,1
040707088802702066,4244865,1
040707088802702081,4244865,1
040707088802702097,4244865,1
040707088802702112,4244865,1
040707088802702127,4244865,1
040707088802702143,4244865,1
040712088802302004,4214625,6
040712088802302019,4214625,6
040712088802302020,4214625,6
040712088802302035,4214625,6
040712088802302050,4214625,6
040712088802302065,4214625,6
040712088802302080,4214625,6
040712088802302095,4214625,6
040712088802302110,4214625,6
040712088802302125,4214625,6
040712088802302140,4214625,6
040713010100209009,4253504,2
040713010100209021,4253504,2
040713010100209033,4253504,2
040713010100209045,4253504,2
040713010100209057,4253504,2
040713010100209069,4253504,2
040713010100209081,4253504,2
040713010100209105,4253504,2
040713010100209117,4253504,2
040713010100209129,4253504,2
040713010100209141,4253504,2
040713010100209153,4253504,2
040713010100209165,4253504,2
040713010100209177,4253504,2
040806088800802006,4244868,4
040806088800802018,4244868,4
040806088800802024,4244868,4
040806088800802042,4244868,4
040806088800802058,4244870,5
040806088800802061,4244868,4
040806088800802079,4244868,4
040806088800802097,4244868,4
040806088800802115,4244868,4
040806088800802133,4244868,4
040806088800802151,4244868,4
040806088800802169,4244868,4
040808010100107004,4262158,5
040808010100107011,4262158,5
040808010100107018,4262158,5
040808010100107025,4262158,5
040808010100107032,4262158,5
040808010100107039,4262158,5
040808010100107046,4171405,6
040808010100107060,4262158,5
040808010100107067,4262158,5
040808010100107074,4262158,5
040808010100107081,4244870,5
040812088802401004,4270797,6
040812088802401022,4270797,6
040812088802401040,4270797,6
040812088802401076,4270797,6
040812088802401094,4270797,6
040812088802401105,4270797,6
040812088802401113,4270797,6
040812088802401131,4270797,6
040812088802401148,4270797,6
040812088802401150,4270797,6
040812088802401168,4270797,6
040817088802801002,4279427,2
040817088802801012,4279427,2
040817088802801017,4279427,2
040817088802801027,4279427,2
040817088802801047,4279427,2
040817088802801062,4279427,2
040817088802801077,4279427,2
040817088802801092,4279427,2
040817088802801107,4279427,2
040817088802801122,4279427,2
040817088802801137,4279427,2
040825010100102027,4253509,5
040825010100102058,4253509,5
040825010100102089,4253509,5
040825010100102120,4253509,5
040825010100102151,4253509,5
040825010100102182,4253509,5
040825010100102213,4253509,5
040825010100102244,4253509,5
040825010100102275,4253509,5
040825010100102306,4253509,5
040825010100102337,4253509,5
040825010100102368,4253509,5
040825010100102399,4253509,5
040825010100102430,4253509,5
040825010100102461,4253509,5
040901088800304008,4206003,4
040901088800304012,4206003,4
040901088800304032,4206003,4
040901088800304054,4206003,4
040901088800304075,4206003,4
040901088800304099,4206003,4
040901088800304120,4206003,4
040901088800304125,4206003,4
040901088800304144,4206003,4
040901088800304166,4206003,4
040901088800304188,4206003,4
040901088800304210,4206003,4
040907088800105017,4201685,5
040907088800105044,4201685,5
040907088800105073,4201685,5
040907088800105100,4201685,5
040907088800105127,4201685,5
040907088800105132,4201685,5
040907088800105155,4201685,5
040907088800105182,4201685,5
040907088800105209,4201685,5
040907088800105236,4201685,5
040907088800105241,4201685,5
040907088800105264,4201685,5
040909010100105003,4223283,5
040909010100105015,4223283,5
040909010100105021,4223283,5
040909010100105027,4223283,5
040909010100105033,4223283,5
040909010100105039,4223283,5
040909010100105045,4223283,5
040909010100105051,4223283,5
040909010100105057,4223283,5
040909010100105063,4223283,5
040909010100105069,4223283,5
040910088801104008,4218967,6
040910088801104023,4218967,6
040910088801104040,4218967,6
040910088801104056,4218967,6
040910088801104057,4218967,6
040910088801104073,4218967,6
040910088801104090,4218967,6
040910088801104106,4218967,6
040910088801104114,4218967,6
040910088801104124,4218967,6
040910088801104140,4218967,6
040910088801104155,4218967,6
040913088801004007,4197368,5
040913088801004009,4197368,5
040913088801004025,4197368,5
040913088801004040,4197368,5
040913088801004060,4197368,5
040913088801004076,4197368,5
040913088801004091,4197368,5
040913088801004106,4197368,5
040913088801004121,4197368,5
040913088801004126,4197368,5
040913088801004141,4197368,5
040913088801004158,4197368,5
040914010100212005,4206009,5
040914010100212018,4206009,5
040914010100212031,4206009,5
040914010100212044,4206009,5
040914010100212057,4206009,5
040914010100212070,4206009,5
040914010100212083,4206009,5
040914010100212096,4206009,5
040914010100212109,4206009,5
040914010100212122,4206009,5
040914010100212135,4206009,5
040914010100212148,4206009,5
040914010100212161,4206009,5
040914010100212174,4206009,5
040914010100212187,4206009,5
041005088800403002,4188744,5
041005088800403012,4188744,5
041005088800403017,4188744,5
041005088800403027,4188744,5
041005088800403032,4188744,5
041005088800403047,4188744,5
041005088800403062,4188744,5
041005088800403077,4188744,5
041005088800403092,4188744,5
041005088800403107,4188744,5
041005088800403122,4188744,5
041005088800403137,4188744,5
041009088803605009,4180098,5
041009088803605014,4175769,6
041009088803605024,4180098,5
041009088803605039,4180098,5
041009088803605042,4180098,5
041009088803605055,4180098,5
041009088803605070,4180098,5
041009088803605085,4180098,5
041009088803605100,4180098,5
041009088803605115,4180098,5
041009088803605130,4180098,5
041009088803605145,4180098,5
041013088802203002,4197380,6
041013088802203022,4197380,6
041013088802203042,4197378,6
041013088802203056,4197380,6
041013088802203066,4197380,6
041013088802203080,4197380,6
041013088802203098,4197380,6
041013088802203117,4197380,6
041013088802203135,4197380,6
041013088802203153,4197380,6
041013088802203171,4197380,6
041013088802203189,4197380,6
041016088800104002,4193062,5
041016088800104021,4193062,5
041016088800104040,4193062,5
041016088800104059,4193062,5
041016088800104078,4193062,5
041016088800104097,4193062,5
041016088800104116,4193062,5
041016088800104135,4193062,5
041016088800104154,4193062,5
041016088800104173,4193062,5
041016088800104192,4193062,5
041016088800104211,4193062,5
041104088801304004,4292397,3
041104088801304022,4292397,3
041104088801304040,4292397,3
041104088801304058,4292397,3
041104088801304074,4292397,3
041104088801304095,4292397,3
041104088801304113,4292397,3
041104088801304131,4292397,3
041104088801304149,4292397,3
041104088801304167,4292397,3
041104088801304185,4292397,3
041108088801402004,4288087,5
041108088801402022,4288087,5
041108088801402040,4288087,5
041108088801402058,4288087,5
041108088801402076,4288087,5
041108088801402094,4288087,5
041108088801402112,4288087,5
041108088801402130,4288087,5
041108088801402138,4288087,5
041108088801402150,4288087,5
041108088801402168,4288087,5
041108088801402189,4288087,5
041112088800402004,4331278,6
041112088800402020,4331278,6
041112088800402028,4331278,6
041112088800402044,4331278,6
041112088800402052,4331278,6
041112088800402076,4331278,6
041112088800402100,4331278,6
041112088800402124,4331278,6
041112088800402148,4331278,6
041112088800402172,4331278,6
041112088800402220,4331278,6
041116088801404004,4305364,4
041116088801404021,4305364,4
041116088801404036,4305364,4
041116088801404039,4305364,4
041116088801404054,4305364,4
041116088801404069,4305364,4
041116088801404085,4305364,4
041116088801404102,4305364,4
041116088801404118,4305364,4
041116088801404134,4305364,4
041116088801404150,4305364,4
041118088800102011,4279452,2
041118088800102027,4279452,2
041118088800102043,4279452,2
041118088800102059,4279452,2
041118088800102075,4279452,2
041118088800102091,4279452,2
041118088800102107,4279452,2
041118088800102123,4279452,2
041118088800102139,4279452,2
041118088800102155,4279452,2
041118088800102171,4279452,2
041118088800102187,4279452,2
041119010100317011,4296720,4
041119010100317022,4296720,4
041119010100317033,4296720,4
041119010100317044,4296720,4
041119010100317055,4296720,4
041119010100317066,4296720,4
041119010100317077,4296720,4
041119010100317088,4296720,4
041119010100317099,4296720,4
041119010100317110,4296720,4
041119010100317121,4296720,4
041119010100317132,4296720,4
041119010100317143,4296720,4
041119010100317154,4296720,4
041119010100317165,4296720,4
041206088802801006,4374459,2
041206088802801020,4374459,2
041206088802801027,4374459,2
041206088802801041,4374459,2
041206088802801048,4374459,2
041206088802801069,4374459,2
041206088802801090,4374459,2
041206088802801111,4374459,2
041206088802801132,4374459,2
041206088802801153,4374459,2
041206088802801174,4374459,2
041206088802801195,4374459,2
041211088801301004,4447900,4
041211088801301019,4447900,4
041211088801301020,4447900,4
041211088801301032,4447900,4
041211088801301036,4447900,4
041211088801301051,4447900,4
041211088801301066,4447900,4
041211088801301081,4447900,4
041211088801301096,4447900,4
041211088801301111,4447900,4
041211088801301126,4447900,4
041211088801301141,4447900,4
041216088800101004,4460861,2
041216088800101016,4460861,2
041216088800101027,4460861,2
041216088800101029,4460861,2
041216088800101041,4460861,2
041216088800101053,4460861,2
041216088800101065,4460861,2
041216088800101078,4460861,2
041216088800101080,4460861,2
041216088800101091,4460861,2
041216088800101103,4460861,2
041216088800101115,4460861,2
041302088801103005,4214614,3
041302088801103035,4214614,3
041302088801103037,4214614,3
041302088801103056,4214614,3
041302088801103075,4214614,3
041302088801103093,4214614,3
041302088801103111,4214614,3
041302088801103129,4214614,3
041302088801103147,4214614,3
041302088801103165,4214614,3
041302088801103183,4214614,3
041305010100102013,4205980,5
041305010100102031,4205980,5
041305010100102049,4205980,5
041305010100102067,4205980,5
041305010100102121,4205980,5
041305010100102157,4205980,5
041305010100102193,4205980,5
041305010100102211,4205980,5
041306088800204003,4201663,4
041306088800204005,4201663,4
041306088800204023,4201663,4
041306088800204041,4201663,4
041306088800204059,4201663,4
041306088800204077,4201663,4
041306088800204095,4201663,4
041306088800204113,4201663,4
041306088800204131,4201663,4
041306088800204149,4201663,4
041306088800204167,4201663,4
041306088800204191,4201663,4
041309088801003004,4218937,3
041309088801003014,4218937,3
041309088801003019,4218937,3
041309088801003029,4218937,3
041309088801003034,4218937,3
041309088801003049,4218937,3
041309088801003064,4218937,3
041309088801003079,4218937,3
041309088801003094,4218937,3
041309088801003109,4218937,3
041309088801003124,4218937,3
041309088801003139,4218937,3
041314010100306013,4201663,4
041314010100306044,4201663,4
041314010100306075,4201663,4
041314010100306106,4201663,4
041314010100306137,4201663,4
041314010100306168,4201663,4
041314010100306199,4201663,4
041314010100306230,4201663,4
041314010100306261,4201663,4
041314010100306292,4201663,4
041314010100306323,4201663,4
041314010100306354,4201663,4
041314010100306385,4201663,4
041314010100306416,4201663,4
041314010100306447,4201663,4
041402088802701002,4335584,5
041402088802701012,4335584,5
041402088802701017,4335584,5
041402088802701027,4335584,5
041402088802701032,4335584,5
041402088802701047,4335584,5
041402088802701062,4335584,5
041402088802701077,4335584,5
041402088802701092,4335584,5
041402088802701107,4335584,5
041402088802701122,4335584,5
041402088802701137,4335584,5
041405088801906003,4378785,4
041405088801906013,4378785,4
041405088801906018,4378785,4
041405088801906028,4378785,4
041405088801906033,4378785,4
041405088801906048,4378785,4
041405088801906063,4378785,4
041405088801906078,4378785,4
041405088801906093,4378785,4
041405088801906108,4378785,4
041405088801906123,4378785,4
041405088801906138,4378785,4
041409088800501004,4352860,2
041409088800501019,4352860,2
041409088800501034,4352860,2
041409088800501055,4352860,2
041409088800501081,4352860,2
041409088800501105,4352860,2
041409088800501136,4352860,2
041409088800501154,4352860,2
041409088800501157,4352860,2
041409088800501178,4352860,2
041501010100115013,4223271,3
041501010100115029,4223271,3
041501010100115045,4223271,3
041501010100115061,4223271,3
041501010100115077,4223271,3
041501010100115093,4223271,3
041501010100115109,4223271,3
041501010100115125,4223271,3
041501010100115141,4223271,3
041501010100115157,4223271,3
041501010100115173,4223271,3
041501010100115189,4223271,3
041501010100115205,4223271,3
041501010100115221,4223271,3
041501010100115237,4223271,3
041501010100331001,4223271,3
041501010100331026,4223271,3
041501010100331051,4223271,3
041501010100331076,4223271,3
041501010100331101,4223271,3
041501010100331126,4223271,3
041501010100331151,4223271,3
041501010100331176,4223271,3
041501010100331201,4223271,3
041501010100331226,4223271,3
041501010100331251,4223271,3
041501010100331276,4223271,3
041501010100331301,4223271,3
041501010100331326,4223271,3
041501010100331351,4223271,3
041501010100524004,4223270,3
041501010100524014,4223270,3
041501010100524024,4223270,3
041501010100524034,4223270,3
041501010100524044,4223270,3
041501010100524054,4223270,3
041501010100524064,4223270,3
041501010100524074,4223270,3
041501010100524084,4223270,3
041501010100524094,4223270,3
041501010100524104,4223270,3
041501010100524114,4223270,3
041501010100524124,4223270,3
041501010100524134,4223270,3
041501010100524144,4223270,3
041501010100918015,4223271,3
041501010100918032,4223271,3
041501010100918049,4223271,3
041501010100918066,4223271,3
041501010100918083,4223271,3
041501010100918100,4223271,3
041501010100918117,4223271,3
041501010100918134,4223271,3
041501010100918151,4223271,3
041501010100918153,4223271,3
041501010100918168,4223271,3
041501010100918185,4223271,3
041501010100918202,4223271,3
041501010100918219,4223271,3
041501010100918266,4223271,3
041501010101124013,4223271,3
041501010101124026,4223271,3
041501010101124039,4223271,3
041501010101124052,4223271,3
041501010101124065,4223271,3
041501010101124078,4223271,3
041501010101124091,4223271,3
041501010101124104,4223271,3
041501010101124117,4223271,3
041501010101124130,4223271,3
041501010101124143,4223271,3
041501010101124156,4223271,3
041501010101124169,4223271,3
041501010101124182,4223271,3
041501010101124195,4223271,3
041501010101430009,4253480,5
041501010101430020,4253480,5
041501010101430031,4253480,5
041501010101430042,4253480,5
041501010101430053,4253480,5
041501010101430064,4253480,5
041501010101430075,4253480,5
041501010101430086,4253480,5
041501010101430097,4253480,5
041501010101430108,4253480,5
041501010101430119,4253480,5
041501010101430130,4253480,5
041501010101430141,4253480,5
041501010101430152,4253480,5
041501010101430163,4253480,5
041601010100603011,4266441,4
041601010100603026,4266441,4
041601010100603041,4266441,4
041601010100603056,4266441,4
041601010100603071,4266441,4
041601010100603086,4266441,4
041601010100603101,4266441,4
041601010100603116,4266441,4
041601010100603131,4266441,4
041601010100603146,4266441,4
041601010100603161,4266441,4
041601010100603176,4266441,4
041601010100603191,4266441,4
041601010100603206,4266441,4
041601010100603221,4266441,4
041601010101109001,4266442,5
041601010101109009,4266442,5
041601010101109017,4266442,5
041601010101109025,4266442,5
041601010101109033,4266442,5
041601010101109041,4266442,5
041601010101109049,4266442,5
041601010101109057,4266442,5
041601010101109065,4266442,5
041601010101109073,4266442,5
041601010101109081,4266442,5
041601010101109089,4266442,5
041601010101109097,4266442,5
041601010101109105,4266442,5
041601010101109113,4266442,5
041703088801901005,4283745,4
041703088801901029,4283745,4
041703088801901053,4283745,4
041703088801901077,4283745,4
041703088801901101,4283745,4
041703088801901125,4283745,4
041703088801901149,4283745,4
041703088801901173,4283745,4
041703088801901198,4283745,4
041703088801901222,4283745,4
041703088801901223,4283745,4
041703088801901258,4283745,4
041706010100124013,4296710,2
041706010100124032,4296710,2
041706010100124051,4296710,2
041706010100124070,4296710,2
041706010100124089,4296710,2
041706010100124108,4296710,2
041706010100124127,4296710,2
041706010100124146,4296710,2
041706010100124165,4296710,2
041706010100124184,4296710,2
041706010100124203,4296710,2
041706010100124222,4296710,2
041706010100124241,4296710,2
041706010100124260,4296710,2
041706010100124279,4296710,2
041707088800204004,4305349,4
041707088800204019,4305349,4
041707088800204034,4305349,4
041707088800204049,4305349,4
041707088800204064,4305349,4
041707088800204072,4305349,4
041707088800204080,4305349,4
041707088800204093,4305349,4
041707088800204096,4305349,4
041707088800204111,4305349,4
041707088800204126,4305349,4
041707088800204141,4305349,4
041711010100202005,4292383,3
041711010100202042,4292383,3
041711010100202081,4292383,3
041711010100202119,4292383,3
041711010100202157,4292383,3
041711010100202195,4292383,3
041711010100202233,4292383,3
041711010100202271,4292383,3
041711010100202309,4292383,3
041711010100202347,4292383,3
041711010100202385,4292383,3
041711010100202423,4292383,3
041711010100202461,4292383,3
041711010100202499,4292383,3
041711010100202537,4292383,3
041711010100511006,4292383,3
041711010100511019,4292383,3
041711010100511032,4292383,3
041711010100511045,4292383,3
041711010100511058,4292383,3
041711010100511062,4292383,3
041711010100511071,4292383,3
041711010100511084,4292383,3
041711010100511097,4292383,3
041711010100511110,4292383,3
041711010100511123,4292383,3
041711010100511136,4292383,3
041711010100511149,4292383,3
041711010100511175,4292383,3
041711010100511188,4292383,3
041712088800807003,4288063,1
041712088800807013,4288063,1
041712088800807018,4288063,1
041712088800807028,4288063,1
041712088800807033,4288063,1
041712088800807048,4288063,1
041712088800807063,4288063,1
041712088800807078,4288063,1
041712088800807093,4288063,1
041712088800807108,4288063,1
041712088800807123,4288063,1
041712088800807138,4288063,1
041803088801004002,4197300,5
041803088801004010,4197300,5
041803088801004014,4197300,5
041803088801004022,4197300,5
041803088801004026,4197300,5
041803088801004038,4197300,5
041803088801004050,4197300,5
041803088801004062,4197300,5
041803088801004074,4197300,5
041803088801004086,4197300,5
041803088801004098,4197300,5
041803088801004110,4197300,5
041807088801106002,4218896,5
041807088801106016,4218896,5
041807088801106023,4218896,5
041807088801106044,4218896,5
041807088801106065,4218896,5
041807088801106086,4218896,5
041807088801106107,4218896,5
041807088801106128,4218896,5
041807088801106132,4218896,5
041807088801106150,4218896,5
041807088801106171,4218896,5
041807088801106192,4218896,5
041901088800103002,4162764,6
041901088800103012,4162764,6
041901088800103017,4162764,6
041901088800103027,4162764,6
041901088800103032,4162764,6
041901088800103047,4162764,6
041901088800103062,4162764,6
041901088800103077,4162764,6
041901088800103092,4162764,6
041901088800103107,4162764,6
041901088800103122,4162764,6
041901088800103137,4162764,6
041904088800101003,4158450,5
041904088800101019,4158450,5
041904088800101034,4158450,5
041904088800101045,4158450,5
041904088800101050,4158450,5
041904088800101065,4158450,5
041904088800101080,4158450,5
041904088800101095,4158450,5
041904088800101110,4158450,5
041904088800101125,4158450,5
041904088800101140,4158450,5
041908088800704003,4154125,6
041908088800704018,4154125,6
041908088800704033,4154125,6
041908088800704048,4154125,6
041908088800704063,4154125,6
041908088800704065,4154125,6
041908088800704078,4154125,6
041908088800704084,4154125,6
041908088800704097,4154125,6
041908088800704112,4154125,6
041908088800704127,4154125,6
041908088800704142,4154125,6
050101088800902002,4123950,6
050101088800902008,4123950,6
050101088800902020,4123950,6
050101088800902027,4123950,6
050101088800902055,4123950,6
050101088800902061,4123950,6
050102010100101004,4123946,6
050102010100101016,4123946,6
050102010100101052,4123946,6
050102010100101076,4123946,6
050102010100101100,4123946,6
050102010100101112,4123946,6
050102010100101136,4123946,6
050102088802401004,4154189,6
050102088802401025,4154189,6
050102088802401046,4154189,6
050102088802401069,4154189,6
050102088802401090,4154189,6
050102088802401111,4154189,6
050102088802401133,4154189,6
050102088802401161,4154189,6
050102088802401168,4154189,6
050102088802401191,4154189,6
050102088802401216,4154189,6
050102088802401240,4154189,6
050103088801101002,4167141,5
050103088801101014,4167141,5
050103088801101015,4167141,5
050103088801101027,4167141,5
050103088801101040,4167141,5
050103088801101052,4167141,5
050103088801101065,4167141,5
050103088801101077,4167141,5
050103088801101089,4167141,5
050103088801101101,4167141,5
050103088801101112,4167141,5
050103088801101114,4167141,5
050104088801102002,4171455,6
050104088801102029,4171455,6
050104088801102057,4171455,6
050104088801102088,4171455,6
050104088801102116,4171455,6
050104088801102148,4171455,6
050104088801102152,4171455,6
050104088801102182,4171455,6
050104088801102214,4171455,6
050104088801102226,4171455,6
050104088801102243,4171455,6
050104088801102271,4171455,6
050104088801701001,4171458,6
050104088801701019,4167139,5
050104088801701037,4171458,6
050104088801701055,4171458,6
050104088801701073,4171458,6
050104088801701109,4171458,6
050104088801701128,4171458,6
050104088801701142,4171458,6
050104088801701147,4171458,6
050104088801701169,4171458,6
050104088801701181,4171458,6
050202088800102032,4188749,4
050202088800102051,4188749,4
050202088800102070,4188749,4
050202088800102089,4188749,4
050202088800102108,4188749,4
050202088800102127,4188749,4
050202088800102146,4188749,4
050202088800102165,4188749,4
050202088800102203,4188749,4
050202088800102222,4188749,4
050202088801001002,4188749,4
050202088801001017,4188749,4
050202088801001032,4188749,4
050202088801001047,4188749,4
050202088801001055,4188749,4
050202088801001063,4188749,4
050202088801001078,4188749,4
050202088801001094,4188749,4
050202088801001110,4188749,4
050202088801001125,4188749,4
050202088801001140,4188749,4
050204010100624004,4180113,4
050204010100624012,4180113,4
050204010100624020,4180113,4
050204010100624028,4180113,4
050204010100624036,4180113,4
050204010100624044,4180113,4
050204010100624052,4180113,4
050204010100624060,4180113,4
050204010100624068,4180113,4
050204010100624076,4180113,4
050204010100624084,4180113,4
050204010100624092,4180113,4
050204010100624100,4180113,4
050204010100624108,4180113,4
050204010100624116,4180113,4
050204088808901001,4180114,4
050204088808901005,4180114,4
050204088808901007,4180114,4
050204088808901011,4180114,4
050204088808901013,4180114,4
050204088808901019,4180114,4
050204088808901025,4180114,4
050204088808901031,4180114,4
050204088808901037,4180114,4
050204088808901043,4180114,4
050204088808901049,4180114,4
050204088808901055,4180114,4
050204088816502002,4184431,4
050204088816502017,4184431,4
050204088816502027,4184431,4
050204088816502032,4184431,4
050204088816502047,4184431,4
050204088816502062,4184431,4
050204088816502077,4184431,4
050204088816502092,4184431,4
050204088816502107,4184431,4
050204088816502122,4184431,4
050204088816502137,4184431,4
050206010100202004,4193078,8
050206010100202012,4193078,8
050206010100202020,4193078,8
050206010100202028,4193078,8
050206010100202036,4193078,8
050206010100202044,4193078,8
050206010100202052,4193078,8
050206010100202060,4193078,8
050206010100202068,4193078,8
050206010100202076,4193078,8
050206010100202084,4193078,8
050206010100202092,4193078,8
050206010100202100,4193078,8
050206010100202108,4193078,8
050206010100202116,4193078,8
050206010100310002,4193080,8
050206010100310010,4193080,8
050206010100310018,4193080,8
050206010100310026,4193080,8
050206010100310034,4193080,8
050206010100310042,4193080,8
050206010100310050,4193080,8
050206010100310058,4193080,8
050206010100310066,4193080,8
050206010100310074,4193080,8
050206010100310082,4193080,8
050206010100310090,4193080,8
050206010100310098,4193080,8
050206010100310106,4193080,8
050206010100310114,4193080,8
050206088800901004,4184439,8
050206088800901016,4184439,8
050206088800901022,4184439,8
050206088800901034,4184439,8
050206088800901040,4184439,8
050206088800901058,4184439,8
050206088800901076,4184439,8
050206088800901094,4184437,6
050206088800901112,4184439,8
050206088800901130,4184439,8
050206088800901166,4184439,8
050206088802801003,4193078,8
050206088802801015,4193078,8
050206088802801040,4193078,8
050206088802801051,4193078,8
050206088802801053,4193078,8
050206088802801065,4193078,8
050206088802801077,4193078,8
050206088802801090,4193078,8
050206088802801102,4193078,8
050206088802801107,4193078,8
050206088802801115,4193078,8
050206088803803002,4197398,7
050206088803803003,4197398,7
050206088803803007,4197398,7
050206088803803009,4197398,7
050206088803803015,4197398,7
050206088803803021,4197398,7
050206088803803027,4197398,7
050206088803803033,4197398,7
050206088803803039,4197398,7
050206088803803045,4197398,7
050206088803803051,4197398,7
050206088803803057,4197402,8
050207088804801001,4193082,8
050207088804801005,4193082,8
050207088804801023,4193082,8
050207088804801041,4193082,8
050207088804801077,4193082,8
050207088804801097,4193082,8
050207088804801133,4193082,8
050207088804801151,4193082,8
050207088804801169,4193082,8
050207088809201001,4206046,8
050207088809201008,4206046,8
050207088809201009,4206046,8
050207088809201029,4206046,8
050207088809201036,4206046,8
050207088809201037,4206046,8
050207088809201046,4206046,8
050207088809201052,4206046,8
050207088809201059,4206046,8
050207088809201065,4206046,8
050207088809201075,4206046,8
050901088800907001,4396092,6
050901088800907003,4396092,6
050901088800907004,4396092,6
050901088800907006,4396092,6
050901088800907007,4396092,6
050901088800907010,4396092,6
050901088800907013,4396092,6
050901088800907016,4396092,6
050901088800907019,4396092,6
050901088800907022,4396092,6
050901088800907025,4396092,6
050901088800907028,4396092,6
050901088802802002,4396080,4
050901088802802022,4396080,4
050901088802802028,4400397,4
050901088802802034,4396080,4
050901088802802050,4396080,4
050901088802802061,4396080,4
050901088802802079,4396080,4
050901088802802097,4396080,4
050901088802802122,4396080,4
050901088802802127,4396080,4
050901088802802134,4396080,4
050902088801201001,4443622,7
050902088801201003,4443622,7
050902088801201004,4443622,7
050902088801201007,4443622,7
050902088801201010,4443622,7
050902088801201013,4443622,7
050902088801201016,4443622,7
050902088801201019,4443622,7
050902088801201022,4443622,7
050902088801201025,4443622,7
050902088801201026,4443622,7
050902088801201028,4443622,7
050903088802001002,4465189,2
050903088802001012,4465189,2
050903088802001014,4465189,2
050903088802001020,4465189,2
050903088802001026,4465189,2
050903088802001032,4465189,2
050903088802001044,4465189,2
050903088802001050,4465189,2
050903088802602001,4486794,5
050903088802602003,4486794,5
050903088802602008,4486794,5
050903088802602023,4486794,5
050903088802602029,4486794,5
050903088802602035,4486794,5
050903088802602041,4486794,5
050903088802602047,4486794,5
050903088802602053,4486794,5
050903088802602054,4486794,5
050903088802602061,4486794,5
050903088803404001,4482470,5
050903088803404007,4482470,5
050903088803404013,4482470,5
050903088803404019,4482470,5
050903088803404023,4482470,5
050903088803404026,4482470,5
050903088803404032,4482470,5
050903088803404037,4482470,5
050903088803404039,4482470,5
050903088803404045,4482470,5
050903088803404051,4482470,5
050903088803404057,4482470,5
050904010100101014,4417670,2
050904010100101035,4417670,2
050904010100101056,4417670,2
050904010100101098,4417670,2
050904010100101140,4417670,2
050904010100101182,4417670,2
050904010100101203,4417670,2
050904010100101224,4417670,2
050904010100101245,4417670,2
050904088800302001,4413350,2
050904088800302004,4413350,2
050904088800302007,4413350,2
050904088800302010,4413350,2
050904088800302014,4413350,2
050904088800302017,4413350,2
050904088800302018,4413350,2
050904088800302021,4413350,2
050904088800302024,4413350,2
050904088800302027,4413350,2
050904088800302030,4413350,2
050904088800302033,4413350,2
060201088800802010,4080674,4
060201088800802042,4080674,4
060201088800802072,4080674,4
060201088800802102,4080674,4
060201088800802119,4080674,4
060201088800802133,4080674,4
060201088800802164,4080674,4
060201088800802194,4080674,4
060201088800802225,4080674,4
060201088800802255,4080674,4
060201088800802285,4080674,4
060204088800402005,4089316,4
060204088800402029,4089316,4
060204088800402053,4089316,4
060204088800402077,4089316,4
060204088800402102,4089316,4
060204088800402103,4089316,4
060204088800402151,4089316,4
060204088800402176,4089316,4
060204088800402200,4089316,4
060204088800402224,4089316,4
060204088800402266,4089316,4
060207088801002001,4119552,6
060207088801002019,4102275,5
060207088801002038,4119552,6
060207088801002041,4115233,5
060207088801002061,4119552,6
060207088801002082,4102276,5
060207088801002101,4119552,6
060207088801002119,4119552,6
060207088801002137,4119552,6
060207088801002156,4119552,6
060207088801002175,4119552,6
060301088800301002,4123857,3
060301088800301021,4123857,3
060301088800301040,4123857,3
060301088800301058,4123857,3
060301088800301076,4123857,3
060301088800301094,4123857,3
060301088800301121,4123857,3
060301088800301140,4123857,3
060301088800301159,4123857,3
060301088800301177,4123857,3
060301088800301216,4123857,3
060301088800301246,4123857,3
060303088804202001,4145456,4
060303088804202007,4145456,4
060303088804202010,4145456,4
060303088804202016,4145456,4
060303088804202019,4145456,4
060303088804202028,4145456,4
060303088804202037,4145456,4
060303088804202046,4145456,4
060303088804202055,4145456,4
060303088804202064,4145456,4
060303088804202073,4145456,4
060303088804202082,4145456,4
060305010100102007,4158416,5
060305010100102024,4158416,5
060305010100102041,4158416,5
060305010100102058,4158416,5
060305010100102075,4158416,5
060305010100102092,4158416,5
060305010100102109,4158416,5
060305010100102126,4158416,5
060305010100102143,4158416,5
060305010100102160,4158416,5
060305010100102177,4158416,5
060305010100102194,4158416,5
060305088803003009,4162737,4
060305088803003031,4162737,4
060305088803003042,4162737,4
060305088803003064,4162737,4
060305088803003075,4162737,4
060305088803003108,4162737,4
060305088803003141,4162737,4
060305088803003174,4162737,4
060305088803003207,4162737,4
060305088803003240,4162737,4
060305088803003273,4162737,4
060305088803003306,4145454,4
060402088800801001,4136823,5
060402088800801013,4136823,5
060402088800801025,4136823,5
060402088800801037,4136823,5
060402088800801049,4136823,5
060402088800801058,4145463,4
060402088800801059,4136823,5
060402088800801063,4136823,5
060402088800801075,4136823,5
