household_id,hc_seq_5m,res03_crav6190l_silr_cer
05020602801065,4193078,8
05020602801077,4193078,8
05020602801090,4193078,8
05020602801102,4193078,8
05020602801107,4193078,8
05020602801115,4193078,8
05020603803002,4197398,7
05020603803003,4197398,7
05020603803007,4197398,7
05020603803009,4197398,7
05020603803015,4197398,7
05020603803021,4197398,7
05020603803027,4197398,7
05020603803033,4197398,7
05020603803039,4197398,7
05020603803045,4197398,7
05020603803051,4197398,7
05020603803057,4197398,7
05020704801001,4193082,8
05020704801004,4193082,8
05020704801005,4193082,8
05020704801023,4193082,8
05020704801041,4193082,8
05020704801077,4193082,8
05020704801079,4193082,8
05020704801097,4193082,8
05020704801115,4193082,8
05020704801133,4193082,8
05020704801151,4193082,8
05020704801169,4193082,8
05020709201001,4206046,8
05020709201008,4206046,8
05020709201009,4206046,8
05020709201021,4206046,8
05020709201029,4206046,8
05020709201036,4206046,8
05020709201037,4206046,8
05020709201046,4206046,8
05020709201052,4206046,8
05020709201059,4206046,8
05020709201065,4206046,8
05020709201075,4206046,8
05090100907001,4396092,6
05090100907003,4396092,6
05090100907004,4396092,6
05090100907006,4396092,6
05090100907007,4396092,6
05090100907010,4396092,6
05090100907013,4396092,6
05090100907016,4396092,6
05090100907019,4396092,6
05090100907022,4396092,6
05090100907025,4396092,6
05090100907028,4396092,6
05090102802002,4396080,4
05090102802022,4396080,4
05090102802028,4396080,4
05090102802034,4396080,4
05090102802050,4396080,4
05090102802061,4396080,4
05090102802079,4396080,4
05090102802097,4396080,4
05090102802108,4396080,4
05090102802122,4396080,4
05090102802127,4396080,4
05090102802134,4396080,4
05090201201001,4443622,7
05090201201003,4443622,7
05090201201004,4443622,7
05090201201007,4443622,7
05090201201010,4443622,7
05090201201013,4443622,7
05090201201016,4443622,7
05090201201019,4443622,7
05090201201022,4443622,7
05090201201025,4443622,7
05090201201026,4443622,7
05090201201028,4443622,7
05090302001002,4465189,2
05090302001012,4465189,2
05090302001014,4465189,2
05090302001020,4465189,2
05090302001026,4465189,2
05090302001032,4465189,2
05090302001044,4465189,2
05090302001050,4465189,2
05090302001056,4465189,2
05090302602001,4486794,5
05090302602003,4486794,5
05090302602008,4486794,5
05090302602016,4486794,5
05090302602023,4486794,5
05090302602029,4486794,5
05090302602035,4486794,5
05090302602041,4486794,5
05090302602047,4486794,5
05090302602053,4486794,5
05090302602054,4486794,5
05090302602061,4486794,5
05090303404001,4482470,5
05090303404007,4482470,5
05090303404013,4482470,5
05090303404019,4482470,5
05090303404023,4482470,5
05090303404026,4482470,5
05090303404032,4482470,5
05090303404037,4482470,5
05090303404039,4482470,5
05090303404045,4482470,5
05090303404051,4482470,5
05090303404057,4482470,5
05090400101014,4417670,2
05090400101035,4417670,2
05090400101056,4417670,2
05090400101077,4417670,2
05090400101098,4417670,2
05090400101119,4417670,2
05090400101140,4417670,2
05090400101161,4417670,2
05090400101182,4417670,2
05090400101203,4417670,2
05090400101224,4417670,2
05090400101245,4417670,2
05090400302001,4413350,2
05090400302004,4413350,2
05090400302007,4413350,2
05090400302010,4413350,2
05090400302014,4413350,2
05090400302017,4413350,2
05090400302018,4413350,2
05090400302021,4413350,2
05090400302024,4413350,2
05090400302027,4413350,2
05090400302030,4413350,2
05090400302033,4413350,2
06020100802010,4080674,4
06020100802031,4080674,4
06020100802042,4080674,4
06020100802072,4080674,4
06020100802102,4080674,4
06020100802119,4080674,4
06020100802133,4080674,4
06020100802164,4080674,4
06020100802194,4080674,4
06020100802225,4080674,4
06020100802255,4080674,4
06020100802285,4080674,4
06020400402005,4089316,4
06020400402029,4089316,4
06020400402053,4089316,4
06020400402077,4089316,4
06020400402102,4089316,4
06020400402103,4089316,4
06020400402127,4089316,4
06020400402151,4089316,4
06020400402176,4089316,4
06020400402200,4089316,4
06020400402224,4089316,4
06020400402266,4089316,4
06020701002001,4119552,6
06020701002019,4119552,6
06020701002038,4119552,6
06020701002041,4119552,6
06020701002061,4119552,6
06020701002065,4119552,6
06020701002082,4119552,6
06020701002101,4119552,6
06020701002119,4119552,6
06020701002137,4119552,6
06020701002156,4119552,6
06020701002175,4119552,6
06030100301002,4123857,3
06030100301021,4123857,3
06030100301040,4123857,3
06030100301058,4123857,3
06030100301076,4123857,3
06030100301094,4123857,3
06030100301121,4123857,3
06030100301140,4123857,3
06030100301159,4123857,3
06030100301177,4123857,3
06030100301216,4123857,3
06030100301246,4123857,3
06030304202001,4145456,4
06030304202007,4145456,4
06030304202010,4145456,4
06030304202016,4145456,4
06030304202019,4145456,4
06030304202028,4145456,4
06030304202037,4145456,4
06030304202046,4145456,4
06030304202055,4145456,4
06030304202064,4145456,4
06030304202073,4145456,4
06030304202082,4145456,4
06030500102007,4158416,5
06030500102024,4158416,5
06030500102041,4158416,5
06030500102058,4158416,5
06030500102075,4158416,5
06030500102092,4158416,5
06030500102109,4158416,5
06030500102126,4158416,5
06030500102143,4158416,5
06030500102160,4158416,5
06030500102177,4158416,5
06030500102194,4158416,5
06030503003009,4162737,4
06030503003031,4162737,4
06030503003042,4162737,4
06030503003064,4162737,4
06030503003075,4162737,4
06030503003108,4162737,4
06030503003141,4162737,4
06030503003174,4162737,4
06030503003207,4162737,4
06030503003240,4162737,4
06030503003273,4162737,4
06030503003306,4162737,4
06040200801001,4136823,5
06040200801013,4136823,5
06040200801025,4136823,5
06040200801037,4136823,5
06040200801049,4136823,5
06040200801058,4136823,5
06040200801059,4136823,5
06040200801063,4136823,5
06040200801075,4136823,5
06040200801087,4136823,5
06040200801099,4136823,5
06040200801111,4136823,5
06040500203011,4180034,3
06040500203037,4180034,3
06040500203050,4180034,3
06040500203089,4180034,3
06040500203128,4180034,3
06040500203167,4180034,3
06040500203206,4180034,3
06040500203245,4180034,3
06040500203284,4180034,3
06040500203323,4180034,3
06040500203362,4180034,3
06040500203380,4180034,3
06060800402004,4167054,4
06060800402022,4167054,4
06060800402031,4167054,4
06060800402041,4167054,4
06060800402061,4167054,4
06060800402079,4167054,4
06060800402097,4167054,4
06060800402115,4167054,4
06060800402133,4167054,4
06060800402139,4167054,4
06060800402154,4167054,4
06060800402172,4167054,4
06060801401004,4175693,5
06060801401031,4175693,5
06060801401058,4175693,5
06060801401085,4175693,5
06060801401112,4175693,5
06060801401139,4175693,5
06060801401166,4175693,5
06060801401193,4175693,5
06060801401220,4175693,5
06060801401232,4175693,5
06060801401234,4175693,5
06060801401252,4175693,5
07010300404004,4240535,4
07010300404025,4240535,4
07010300404046,4240535,4
07010300404067,4240535,4
07010300404089,4240535,4
07010300404110,4240535,4
07010300404131,4240535,4
07010300404153,4240535,4
07010300404175,4240535,4
07010300404192,4240535,4
07010300404199,4240535,4
07010300404211,4240535,4
07010502502004,4244863,1
07010502502014,4244863,1
07010502502019,4244863,1
07010502502029,4244863,1
07010502502034,4244863,1
07010502502049,4244863,1
07010502502064,4244863,1
07010502502079,4244863,1
07010502502094,4244863,1
07010502502109,4244863,1
07010502502124,4244863,1
07010502502139,4244863,1
07010800701003,4262133,4
07010800701017,4262133,4
07010800701024,4262133,4
07010800701038,4262133,4
07010800701045,4262133,4
07010800701067,4262133,4
07010800701088,4262133,4
07010800701110,4262133,4
07010800701131,4262133,4
07010800701152,4262133,4
07010800701173,4262133,4
07010800701194,4262133,4
07011000102004,4240533,5
07011000102019,4240533,5
07011000102034,4240533,5
07011000102049,4240533,5
07011000102064,4240533,5
07011000102079,4240533,5
07011000102094,4240533,5
07011000102109,4240533,5
07011000102124,4240533,5
07011000102139,4240533,5
07011000102154,4240533,5
07011000102169,4240533,5
07011100401004,4244852,5
07011100401008,4244852,5
07011100401019,4244852,5
07011100401020,4244852,5
07011100401046,4244852,5
07011100401062,4244852,5
07011100401074,4244852,5
07011100401086,4244852,5
07011100401098,4244852,5
07011100401110,4244852,5
07011100401122,4244852,5
07011100401134,4244852,5
07011202605004,4244858,6
07011202605014,4244858,6
07011202605019,4244858,6
07011202605029,4244858,6
07011202605034,4244858,6
07011202605049,4244858,6
07011202605064,4244858,6
07011202605079,4244858,6
07011202605094,4244858,6
07011202605109,4244858,6
07011202605124,4244858,6
07011202605139,4244858,6
07020200105012,4266452,4
07020200105026,4266452,4
07020200105040,4266452,4
07020200105054,4266452,4
07020200105068,4266452,4
07020200105082,4266452,4
07020200105096,4266452,4
07020200105110,4266452,4
07020200105124,4266452,4
07020200105138,4266452,4
07020200105152,4266452,4
07020200105166,4266452,4
07020201001003,4266451,5
07020201001013,4266451,5
07020201001018,4266451,5
07020201001028,4266451,5
07020201001033,4266451,5
07020201001048,4266451,5
07020201001063,4266451,5
07020201001078,4266451,5
07020201001093,4266451,5
07020201001108,4266451,5
07020201001123,4266451,5
07020201001138,4266451,5
07020501302002,4292375,3
07020501302014,4292375,3
07020501302020,4292375,3
07020501302032,4292375,3
07020501302038,4292375,3
07020501302056,4292375,3
07020501302074,4292375,3
07020501302092,4292375,3
07020501302110,4292375,3
07020501302128,4292375,3
07020501302146,4292375,3
07020501302164,4292375,3
07020701001004,4283730,3
07020701001014,4283730,3
07020701001019,4283730,3
07020701001029,4283730,3
07020701001034,4283730,3
07020701001049,4283730,3
07020701001064,4283730,3
07020701001079,4283730,3
07020701001094,4283730,3
07020701001109,4283730,3
07020701001124,4283730,3
07020701001139,4283730,3
07021001401003,4275091,4
07021001401015,4275091,4
07021001401021,4275091,4
07021001401033,4275091,4
07021001401039,4275091,4
07021001401057,4275091,4
07021001401075,4275091,4
07021001401093,4275091,4
07021001401111,4275091,4
07021001401129,4275091,4
07021001401147,4275091,4
07021001401165,4275091,4
07030200501001,4283734,2
07030200501013,4283734,2
07030200501019,4283734,2
07030200501031,4283734,2
07030200501037,4283734,2
07030200501055,4283734,2
07030200501073,4283734,2
07030200501091,4283734,2
07030200501109,4283734,2
07030200501127,4283734,2
07030200501145,4283734,2
07030200501163,4283734,2
07030400501004,4288053,2
07030400501012,4288053,2
07030400501016,4288053,2
07030400501024,4288053,2
07030400501028,4288053,2
07030400501040,4288053,2
07030400501052,4288053,2
07030400501064,4288053,2
07030400501076,4288053,2
07030400501088,4288053,2
07030400501100,4288053,2
07030400501116,4288053,2
07030600204004,4279414,4
07030600204016,4279414,4
07030600204022,4279414,4
07030600204034,4279414,4
07030600204040,4279414,4
07030600204058,4279414,4
07030600204076,4279414,4
07030600204094,4279414,4
07030600204113,4279414,4
07030600204131,4279414,4
07030600204149,4279414,4
07030600204167,4279414,4
07040101103002,4309661,2
07040101103020,4309661,2
07040101103038,4309661,2
07040101103056,4309661,2
07040101103074,4309661,2
07040101103092,4309661,2
07040101103110,4309661,2
07040101103128,4309661,2
07040101103146,4309661,2
07040101103160,4309661,2
07040101103161,4309661,2
07040101103166,4309661,2
07040400903005,4313982,4
07040400903017,4313982,4
07040400903023,4313982,4
07040400903035,4313982,4
07040400903041,4313982,4
07040400903059,4313982,4
07040400903077,4313982,4
07040400903095,4313982,4
07040400903113,4313982,4
07040400903131,4313982,4
07040400903149,4313982,4
07040400903167,4313982,4
07040601903003,4331259,4
07040601903015,4331259,4
07040601903021,4331259,4
07040601903039,4331259,4
07040601903057,4331259,4
07040601903075,4331259,4
07040601903093,4331259,4
07040601903111,4331259,4
07040601903129,4331259,4
07040601903147,4331259,4
07040601903155,4331259,4
07040601903166,4331259,4
07040901103004,4335586,6
07040901103018,4335586,6
07040901103025,4335586,6
07040901103039,4335586,6
07040901103046,4335586,6
07040901103067,4335586,6
07040901103088,4335586,6
07040901103109,4335586,6
07040901103130,4335586,6
07040901103151,4335586,6
07040901103172,4335586,6
07040901103193,4335586,6
07041000105009,4305340,3
07041000105024,4305340,3
07041000105039,4305340,3
07041000105054,4305340,3
07041000105069,4305340,3
07041000105084,4305340,3
07041000105099,4305340,3
07041000105114,4305340,3
07041000105129,4305340,3
07041000105144,4305340,3
07041000105159,4305340,3
07041000105174,4305340,3
07041200908005,4305343,3
07041200908015,4305343,3
07041200908020,4305343,3
07041200908030,4305343,3
07041200908035,4305343,3
07041200908050,4305343,3
07041200908065,4305343,3
07041200908080,4305343,3
07041200908095,4305343,3
07041200908110,4305343,3
07041200908125,4305343,3
07041200908140,4305343,3
07041700202003,4322619,3
07041700202017,4322619,3
07041700202024,4322619,3
07041700202038,4322619,3
07041700202045,4322619,3
07041700202066,4322619,3
07041700202087,4322619,3
07041700202108,4322619,3
07041700202129,4322619,3
07041700202150,4322619,3
07041700202171,4322619,3
07041700202192,4322619,3
07050100907003,4339899,5
07050100907017,4339899,5
07050100907024,4339899,5
07050100907038,4339899,5
07050100907045,4339899,5
07050100907066,4339899,5
07050100907087,4339899,5
07050100907108,4339899,5
07050100907129,4339899,5
07050100907150,4339899,5
07050100907171,4339899,5
07050100907192,4339899,5
07050201705001,4348539,4
07050201705013,4348539,4
07050201705019,4348539,4
07050201705031,4348539,4
07050201705037,4348539,4
07050201705055,4348539,4
07050201705073,4348539,4
07050201705091,4348539,4
07050201705109,4348539,4
07050201705127,4348539,4
07050201705145,4348539,4
07050201705163,4348539,4
07050302201002,4357177,2
07050302201016,4357177,2
07050302201023,4357177,2
07050302201037,4357177,2
07050302201044,4357177,2
07050302201065,4357177,2
07050302201086,4357177,2
07050302201107,4357177,2
07050302201128,4357177,2
07050302201149,4357177,2
07050302201170,4357177,2
07050302201191,4357177,2
07050500304001,4335580,5
07050500304013,4335580,5
07050500304019,4335580,5
07050500304037,4335580,5
07050500304055,4335580,5
07050500304073,4335580,5
07050500304091,4335580,5
07050500304105,4335580,5
07050500304110,4335580,5
07050500304128,4335580,5
07050500304146,4335580,5
07050500304164,4335580,5
07050601303003,4357179,2
07050601303009,4357179,2
07050601303022,4357179,2
07050601303040,4357179,2
07050601303061,4357179,2
07050601303065,4357179,2
07050601303080,4357179,2
07050601303098,4357179,2
07050601303117,4357179,2
07050601303135,4357179,2
07050601303153,4357179,2
07050601303171,4357179,2
07060201501003,4305334,4
07060201501015,4305334,4
07060201501021,4305334,4
07060201501033,4305334,4
07060201501039,4305334,4
07060201501057,4305334,4
07060201501075,4305334,4
07060201501093,4305334,4
07060201501111,4305334,4
07060201501129,4305334,4
07060201501147,4305334,4
07060201501165,4305334,4
07060300103018,4309655,4
07060300103044,4309655,4
07060300103070,4309655,4
07060300103096,4309655,4
07060300103122,4309655,4
07060300103148,4309655,4
07060300103174,4309655,4
07060300103200,4309655,4
07060300103226,4309655,4
07060300103252,4309655,4
07060300103278,4309655,4
07060300103304,4309655,4
07060500601003,4309652,3
07060500601015,4309652,3
07060500601021,4309652,3
07060500601039,4309652,3
07060500601057,4309652,3
07060500601075,4309652,3
07060500601093,4309652,3
07060500601111,4309652,3
07060500601129,4309652,3
07060500601147,4309652,3
07060500601165,4309652,3
07060500601173,4309652,3
07060700601003,4313970,4
07060700601013,4313970,4
07060700601018,4313970,4
07060700601028,4313970,4
07060700601033,4313970,4
07060700601048,4313970,4
07060700601063,4313970,4
07060700601078,4313970,4
07060700601093,4313970,4
07060700601108,4313970,4
07060700601123,4313970,4
07060700601138,4313970,4
07061000902004,4318288,6
07061000902016,4318288,6
07061000902022,4318288,6
07061000902034,4318288,6
07061000902040,4318288,6
07061000902058,4318288,6
07061000902076,4318288,6
07061000902094,4318288,6
07061000902112,4318288,6
07061000902130,4318288,6
07061000902148,4318288,6
07061000902166,4318288,6
07070100903002,4339874,4
07070100903010,4339874,4
07070100903014,4339874,4
07070100903022,4339874,4
07070100903026,4339874,4
07070100903038,4339874,4
07070100903050,4339874,4
07070100903062,4339874,4
07070100903074,4339874,4
07070100903086,4339874,4
07070100903098,4339874,4
07070100903110,4339874,4
07070202904001,4361479,4
07070202904022,4361479,4
07070202904032,4361479,4
07070202904045,4361479,4
07070202904066,4361479,4
07070202904087,4361479,4
07070202904108,4361479,4
07070202904129,4361479,4
07070202904150,4361479,4
07070202904171,4361479,4
07070202904192,4361479,4
07070202904231,4361479,4
07070302101002,4344200,4
07070302101010,4344200,4
07070302101014,4344200,4
07070302101022,4344200,4
07070302101026,4344200,4
07070302101038,4344200,4
07070302101050,4344200,4
07070302101062,4344200,4
07070302101074,4344200,4
07070302101086,4344200,4
07070302101098,4344200,4
07070302101110,4344200,4
07070600103004,4417632,4
07070600103017,4417632,4
07070600103032,4417632,4
07070600103044,4417632,4
07070600103057,4417632,4
07070600103070,4417632,4
07070600103082,4417632,4
07070600103095,4417632,4
07070600103107,4417632,4
07070600103119,4417632,4
07070600103133,4417632,4
07070600103145,4417632,4
07080100401001,4262104,5
07080100401022,4262104,5
07080100401043,4262104,5
07080100401064,4262104,5
07080100401085,4262104,5
07080100401106,4262104,5
07080100401127,4262104,5
07080100401148,4262104,5
07080100401149,4262104,5
07080100401165,4262104,5
07080100401175,4262104,5
07080100401196,4262104,5
07080300206002,4288024,6
07080300206008,4288024,6
07080300206028,4288024,6
07080300206049,4288024,6
07080300206067,4288024,6
07080300206085,4288024,6
07080300206090,4288024,6
07080300206109,4288024,6
07080300206127,4288024,6
07080300206147,4288024,6
07080300206165,4288024,6
07080300206183,4288024,6
07080301501003,4296665,6
07080301501008,4296665,6
07080301501019,4296665,6
07080301501034,4296665,6
07080301501049,4296665,6
07080301501064,4296665,6
07080301501079,4296665,6
07080301501094,4296665,6
07080301501109,4296665,6
07080301501124,4296665,6
07080301501125,4296665,6
07080301501140,4296665,6
07090200503002,4266429,6
07090200503012,4266429,6
07090200503017,4266429,6
07090200503027,4266429,6
07090200503032,4266429,6
07090200503047,4266429,6
07090200503062,4266429,6
07090200503077,4266429,6
07090200503092,4266429,6
07090200503107,4266429,6
07090200503122,4266429,6
07090200503137,4266429,6
07090500303002,4288039,5
07090500303012,4288039,5
07090500303017,4288039,5
07090500303027,4288039,5
07090500303032,4288039,5
07090500303047,4288039,5
07090500303062,4288039,5
07090500303077,4288039,5
07090500303092,4288039,5
07090500303107,4288039,5
07090500303122,4288039,5
07090500303137,4288039,5
07090600104011,4296677,5
07090600104022,4296677,5
07090600104033,4296677,5
07090600104044,4296677,5
07090600104055,4296677,5
07090600104066,4296677,5
07090600104077,4296677,5
07090600104088,4296677,5
07090600104099,4296677,5
07090600104110,4296677,5
07090600104121,4296677,5
07090600104132,4296677,5
07090701501002,4305317,6
07090701501017,4305317,6
07090701501032,4305317,6
07090701501047,4305317,6
07090701501062,4305317,6
07090701501077,4305317,6
07090701501092,4305317,6
07090701501107,4305317,6
07090701501122,4305317,6
07090701501137,4305317,6
07090701501152,4305317,6
07090701501157,4305317,6
07090900601004,4279390,5
07090900601028,4279390,5
07090900601052,4279390,5
07090900601076,4279390,5
07090900601100,4279390,5
07090900601124,4279390,5
07090900601128,4279390,5
07090900601129,4279390,5
07090900601150,4279390,5
07090900601174,4279390,5
07090900601198,4279390,5
07090900601222,4279390,5
07100100403004,4322601,6
07100100403022,4322601,6
07100100403031,4322601,6
07100100403049,4322601,6
07100100403058,4322601,6
07100100403085,4322601,6
07100100403112,4322601,6
07100100403139,4322601,6
07100100403166,4322601,6
07100100403193,4322601,6
07100100403220,4322601,6
07100100403247,4322601,6
07100301001007,4322609,5
07100301001028,4322609,5
07100301001049,4322609,5
07100301001070,4322609,5
07100301001071,4322609,5
07100301001076,4322609,5
07100301001092,4322609,5
07100301001113,4322609,5
07100301001148,4322609,5
07100301001155,4322609,5
07100301001190,4322609,5
07100301001239,4322609,5
07100602401006,4357168,4
07100602401024,4357168,4
07100602401042,4357168,4
07100602401060,4357168,4
07100602401061,4357168,4
07100602401065,4357168,4
07100602401082,4357168,4
07100602401100,4357168,4
07100602401118,4357168,4
07100602401136,4357168,4
07100602401154,4357168,4
07100602401172,4357168,4
07100800105013,4339889,5
07100800105028,4339889,5
07100800105043,4339889,5
07100800105058,4339889,5
07100800105073,4339889,5
07100800105088,4339889,5
07100800105103,4339889,5
07100800105118,4339889,5
07100800105133,4339889,5
07100800105148,4339889,5
07100800105163,4339889,5
07100800105178,4339889,5
07100901703002,4344208,6
07100901703014,4344208,6
07100901703020,4344208,6
07100901703032,4344208,6
07100901703038,4344208,6
07100901703056,4344208,6
07100901703074,4344208,6
07100901703092,4344208,6
07100901703110,4344208,6
07100901703128,4344208,6
07100901703146,4344208,6
07100901703164,4344208,6
07101202901004,4357165,5
07101202901020,4357165,5
07101202901028,4357165,5
07101202901044,4357165,5
07101202901052,4357165,5
07101202901076,4357165,5
07101202901100,4357165,5
07101202901124,4357165,5
07101202901148,4357165,5
07101202901172,4357165,5
07101202901196,4357165,5
07101202901220,4357165,5
07110100201039,4296666,6
07110100201072,4296666,6
07110100201105,4296666,6
07110100201138,4296666,6
07110100201171,4296666,6
07110100201204,4296666,6
07110100201237,4296666,6
07110100201270,4296666,6
07110100201303,4296666,6
07110100201340,4296666,6
07110301302003,4309627,6
07110301302017,4309627,6
07110301302024,4309627,6
07110301302038,4309627,6
07110301302045,4309627,6
07110301302066,4309627,6
07110301302087,4309627,6
07110301302108,4309627,6
07110301302129,4309627,6
07110301302150,4309627,6
07110301302171,4309627,6
07110301302192,4309627,6
07110400302012,4305309,5
07110400302027,4305309,5
07110400302042,4305309,5
07110400302057,4305309,5
07110400302072,4305309,5
07110400302087,4305309,5
07110400302102,4305309,5
07110400302132,4305309,5
07110400302147,4305309,5
07110400302162,4305309,5
07110400302177,4305309,5
07110401603001,4309629,5
07110401603013,4309629,5
07110401603019,4309629,5
07110401603031,4309629,5
07110401603037,4309629,5
07110401603055,4309629,5
07110401603073,4309629,5
07110401603091,4309629,5
07110401603109,4309629,5
07110401603127,4309629,5
07110401603145,4309629,5
07110401603163,4309629,5
07110502003003,4313950,5
07110502003015,4313950,5
07110502003021,4313950,5
07110502003033,4313950,5
07110502003039,4313950,5
07110502003057,4313950,5
07110502003075,4313950,5
07110502003093,4313950,5
07110502003111,4313950,5
07110502003129,4313950,5
07110502003147,4313950,5
07110502003165,4313950,5
07110800501002,4339862,4
07110800501010,4339862,4
07110800501014,4339862,4
07110800501026,4339862,4
07110800501038,4339862,4
07110800501059,4339862,4
07110800501063,4339862,4
07110800501075,4339862,4
07110800501087,4339862,4
07110800501099,4339862,4
07110800501111,4339862,4
07120100102002,4253489,5
07120100102020,4253489,5
07120100102038,4253489,5
07120100102056,4253489,5
07120100102074,4253489,5
07120100102093,4253489,5
07120100102111,4253489,5
07120100102132,4253489,5
07120100102140,4253489,5
07120100102151,4253489,5
07120100102170,4253489,5
07120100102191,4253489,5
07120101602001,4257810,4
07120101602009,4257810,4
07120101602013,4257810,4
07120101602021,4257810,4
07120101602025,4257810,4
07120101602037,4257810,4
07120101602049,4257810,4
07120101602061,4257810,4
07120101602073,4257810,4
07120101602085,4257810,4
07120101602097,4257810,4
07120101602109,4257810,4
07120102802002,4266449,5
07120102802012,4266449,5
07120102802017,4266449,5
07120102802027,4266449,5
07120102802032,4266449,5
07120102802047,4266449,5
07120102802062,4266449,5
07120102802077,4266449,5
07120102802092,4266449,5
07120102802107,4266449,5
07120102802122,4266449,5
07120102802137,4266449,5
07130101301003,4361494,6
07130101301015,4361494,6
07130101301021,4361494,6
07130101301033,4361494,6
07130101301039,4361494,6
07130101301057,4361494,6
07130101301075,4361494,6
07130101301093,4361494,6
07130101301111,4361494,6
07130101301129,4361494,6
07130101301147,4361494,6
07130101301165,4361494,6
07130102505001,4365814,5
07130102505011,4365814,5
07130102505016,4365814,5
07130102505026,4365814,5
07130102505031,4365814,5
07130102505046,4365814,5
07130102505061,4365814,5
07130102505076,4365814,5
07130102505091,4365814,5
07130102505106,4365814,5
07130102505121,4365814,5
07130102505136,4365814,5
07140100402004,4374451,4
07140100402026,4374451,4
07140100402047,4374451,4
07140100402068,4374451,4
07140100402089,4374451,4
07140100402107,4374451,4
07140100402111,4374451,4
07140100402132,4374451,4
07140100402153,4374451,4
07140100402175,4374451,4
07140100402196,4374451,4
07140100402231,4374451,4
07140101303006,4378773,5
07140101303018,4378773,5
07140101303024,4378773,5
07140101303036,4378773,5
07140101303042,4378773,5
07140101303060,4378773,5
07140101303078,4378773,5
07140101303096,4378773,5
07140101303114,4378773,5
07140101303132,4378773,5
07140101303150,4378773,5
07140101303168,4378773,5
07150100704003,4383090,5
07150100704015,4383090,5
07150100704021,4383090,5
07150100704027,4383090,5
07150100704040,4383090,5
07150100704058,4383090,5
07150100704076,4383090,5
07150100704094,4383090,5
07150100704112,4383090,5
07150100704130,4383090,5
07150100704148,4383090,5
07150100704166,4383090,5
07150102609006,4391729,5
07150102609022,4391729,5
07150102609030,4391729,5
07150102609046,4391729,5
07150102609054,4391729,5
07150102609078,4391729,5
07150102609102,4391729,5
07150102609126,4391729,5
07150102609150,4391729,5
07150102609174,4391729,5
07150102609198,4391729,5
07150102609222,4391729,5
07150104404007,4391729,5
07150104404031,4391729,5
07150104404048,4391729,5
07150104404058,4391729,5
07150104404063,4391729,5
07150104404083,4391729,5
07150104404107,4391729,5
07150104404131,4391729,5
07150104404155,4391729,5
07150104404179,4391729,5
07150104404203,4391729,5
07150104404227,4391729,5
07160100803006,4374448,4
07160100803018,4374448,4
07160100803024,4374448,4
07160100803036,4374448,4
07160100803042,4374448,4
07160100803061,4374448,4
07160100803079,4374448,4
07160100803098,4374448,4
07160100803119,4374448,4
07160100803138,4374448,4
07160100803159,4374448,4
07160100803174,4374448,4
07160101705001,4374448,4
07160101705009,4374448,4
07160101705019,4374448,4
07160101705034,4374448,4
07160101705049,4374448,4
07160101705065,4374448,4
07160101705080,4374448,4
07160101705095,4374448,4
07160101705110,4374448,4
07160101705125,4374448,4
07160101705137,4374448,4
07160101705142,4374448,4
07170100103001,4296682,4
07170100103028,4296682,4
07170100103055,4296682,4
07170100103072,4296682,4
07170100103083,4296682,4
07170100103110,4296682,4
07170100103137,4296682,4
07170100103164,4296682,4
07170100103182,4296682,4
07170100103192,4296682,4
07170100103219,4296682,4
07170100103246,4296682,4
07170200104008,4301006,5
07170200104016,4301006,5
07170200104024,4301006,5
07170200104032,4301006,5
07170200104040,4301006,5
07170200104048,4301006,5
07170200104056,4301006,5
07170200104064,4301006,5
07170200104072,4301006,5
07170200104080,4301006,5
07170200104088,4301006,5
07170200104096,4301006,5
07170200803003,4296685,5
07170200803011,4296685,5
07170200803015,4296685,5
07170200803023,4296685,5
07170200803027,4296685,5
07170200803039,4296685,5
07170200803051,4296685,5
07170200803063,4296685,5
07170200803075,4296685,5
07170200803087,4296685,5
07170200803099,4296685,5
07170200803111,4296685,5
07170301401006,4305327,6
07170301401018,4305327,6
07170301401024,4305327,6
07170301401036,4305327,6
07170301401042,4305327,6
07170301401060,4305327,6
07170301401078,4305327,6
07170301401096,4305327,6
07170301401114,4305327,6
07170301401132,4305327,6
07170301401150,4305327,6
07170301401168,4305327,6
07170402501006,4301007,5
07170402501018,4301007,5
07170402501024,4301007,5
07170402501036,4301007,5
07170402501042,4301007,5
07170402501060,4301007,5
07170402501078,4301007,5
07170402501096,4301007,5
07170402501114,4301007,5
07170402501132,4301007,5
07170402501150,4301007,5
07170402501168,4301007,5
07180100101001,4335558,5
07180100101013,4335558,5
07180100101019,4335558,5
07180100101031,4335558,5
07180100101037,4335558,5
07180100101055,4335558,5
07180100101073,4335558,5
07180100101091,4335558,5
07180100101109,4335558,5
07180100101127,4335558,5
07180100101145,4335558,5
07180100101163,4335558,5
07180101001003,4335559,4
07180101001013,4335559,4
07180101001018,4335559,4
07180101001033,4335559,4
07180101001048,4335559,4
07180101001051,4335559,4
07180101001063,4335559,4
07180101001078,4335559,4
07180101001093,4335559,4
07180101001108,4335559,4
07180101001123,4335559,4
07180101001138,4335559,4
07180102302001,4339879,4
07180102302016,4339879,4
07180102302026,4339879,4
07180102302031,4339879,4
07180102302047,4339879,4
07180102302062,4339879,4
07180102302077,4339879,4
07180102302090,4339879,4
07180102302092,4339879,4
07180102302107,4339879,4
07180102302122,4339879,4
07180102302137,4339879,4
07190100701003,4296681,5
